Metadata associated with the characterized prophages
Host AccesionNumber,PhageID,SpeciesID,GenusID,IsolationSource,Host,Country
GCA_905233065,OW849356.1||4,1751,219,Human,E. hormaechei,Spain
GCA_002208095,CP017990.1||6,1752,402,N/A,E. asburiae,USA
GCA_030179835,CP109694.1||6,1753,120,Environmental,E. asburiae,USA
GCA_019047785,CP077290.1||2,1754,1285,N/A,E. cancerogenus,Germany
GCA_003010695,CP027618.1||1,1755,371,N/A,E. ludwigii,N/A
GCA_032202685,CP126851.1||1,1756,50,N/A,E. hormaechei,N/A
GCA_009036245,CP027986.1||0,1757,1286,Environmental,E. sichuanensis,Singapore
GCA_013739155,CP056766.1||3,1758,32,Environmental,E. asburiae,United Kingdom
GCA_024917395,CP103578.1||0,1759,39,N/A,E. hormaechei,N/A
GCA_015136055,AP022452.1||3,1760,328,N/A,E. kobei,Japan
GCA_024917775,CP103494.1||3,1761,19,Human,E. hormaechei,USA
GCA_001729765,CP017181.1||3,1762,579,Human,E. kobei,Japan
GCA_015238615,CP047965.1||3,1763,47,N/A,E. hormaechei,N/A
GCA_020783235,CP086099.1||0,1764,629,N/A,E. ludwigii,N/A
GCA_020695365,CP085747.1||0,1765,1287,Human,E. hormaechei,Czech Republic
GCA_003594935,CP043342.1||0,1766,381,N/A,E. huaxiensis,China
GCA_013725995,CP056129.1||2,1767,86,Environmental,E. roggenkampii,United Kingdom
GCA_002303275,CP017475.1||2,1768,370,Human,E. cloacae,N/A
GCA_019443845,CP050520.1||3,1769,578,Environmental,E. asburiae,China
GCA_030848105,CP126804.1||3,1770,138,Human,E. hormaechei,Switzerland
GCA_042434935,CP170190.1||2,1771,324,Animal,E. sichuanensis,China
GCA_021497605,CP071861.1||1,1772,1288,Animal,E. cloacae,China
GCA_019968865,CP074177.1||2,1773,32,Environmental,E. asburiae,Japan
GCA_009497055,CP045611.1||0.1,1774,24,N/A,E. hormaechei,Lebanon
GCA_024917675,CP103751.1||7,1775,371,Human,E. asburiae,USA
GCA_015136315,AP022465.1||2,1776,1289,N/A,E. roggenkampii,Japan
GCA_024599795,CP102246.1||0,1777,1290,N/A,E. cloacae,South Africa
GCA_021347605,CP086201.1||1,1778,1291,Clinical,E. roggenkampii,China
GCA_022220405,CP092042.1||3,1779,79,Environmental,E. cloacae,Switzerland
GCA_019056655,CP077661.1||2,1780,56,Clinical,E. hormaechei,China
GCA_020695585,CP085753.1||4,1781,171,Human,E. hormaechei,Czech Republic
GCA_002954165,CP026850.1||0,1782,138,N/A,E. hormaechei,N/A
GCA_023375625,CP095180.1||4,1783,1292,Human,E. roggenkampii,China
GCA_032301015,CP135261.1||3,1784,32,N/A,E. asburiae,China
GCA_023375605,CP095177.1||3,1785,1293,Animal,E. hormaechei,China
Isolate phage,MN688132.1,1786,414,N/A,Isolate phage,Lebanon
GCA_033130105,AP028420.1||4,1787,120,N/A,E. asburiae,Japan
GCA_009648915,CP045769.1||3,1788,66,Environmental,E. cancerogenus,USA
GCA_035658275,CP141897.1||0,1789,45,Environmental,E. bugandensis,Hong Kong
GCA_015137855,AP022509.1||4,1790,230,N/A,E. hormaechei,Japan
GCA_040543265,CP159627.1||2,1791,326,Clinical,E. hormaechei,China
GCA_025398715,CP104691.1||1,1792,24,N/A,E. hormaechei,USA
GCA_013739595,CP056663.1||6,1793,230,Environmental,E. hormaechei,United Kingdom
GCA_018596855,CP116249.1||5,1794,32,Human,E. roggenkampii,China
GCA_021496745,CP053568.1||3,1795,1294,Animal,E. cloacae,China
GCA_905331365,OW968417.1||2,1796,42,Human,E. hormaechei,Spain
GCA_031216605,CP110985.1||2,1797,576,Human,E. bugandensis,United Kingdom
GCA_021496745,CP053568.1||4,1798,43,Animal,E. cloacae,China
GCA_030505295,CP129954.1||5,1799,114,Environmental,E. asburiae,South Korea
GCA_008505035,CP043853.1||1,1800,42,Human,E. hormaechei,United Kingdom
GCA_008931525,CP042571.1||2,1801,1295,Environmental,E. hormaechei,Australia
GCA_001729745,CP017186.1||1,1802,220,N/A,E. hormaechei,Germany
GCA_013740195,CP056711.1||4,1803,32,Environmental,E. asburiae,United Kingdom
GCA_023547315,CP088229.1||1,1804,32,Human,E. kobei,China
GCA_037008945,CP149825.1||0,1805,219,Human,E. bugandensis,USA
GCA_905322535,OW967388.1||3,1806,138,Human,E. hormaechei,Spain
GCA_025398395,CP104689.2||0,1807,1296,Human,E. hormaechei,USA
GCA_035594185,CP141537.1||4,1808,42,Human,E. hormaechei,United Kingdom
GCA_003031755,CP020528.1||2,1809,370,Human,E. hormaechei,USA
GCA_000807415,CP012162.1||1,1810,32,Human,E. roggenkampii,USA
GCA_027886525,CP115689.1||4,1811,39,Human,E. hormaechei,USA
GCA_022832735,CP094841.1||4,1812,118,Environmental,E. ludwigii,China
GCA_030179635,CP109753.1||4,1813,438,Environmental,E. roggenkampii,USA
GCA_019880465,CP082280.1||1,1814,580,Animal,E. cancerogenus,China
GCA_014490845,CP060737.1||2,1815,222,Environmental,E. roggenkampii,China
GCA_008931325,CP042566.1||0,1816,422,Human,E. hormaechei,Australia
GCA_015136055,AP022452.1||4,1817,373,N/A,E. kobei,Japan
GCA_021496745,CP053568.1||2,1818,1297,Animal,E. cloacae,China
GCA_028198205,CP116347.1||8,1819,1298,N/A,E. ludwigii,China
GCA_023547315,CP088229.1||0,1820,1299,Human,E. kobei,China
GCA_028743675,CP117993.1||2,1821,1300,Clinical,E. hormaechei,Denmark
GCA_003812145,CP033800.1||3,1822,1301,Human,E. roggenkampii,N/A
GCA_040834085,CP162155.1||3,1823,1302,Environmental,E. cloacae,Switzerland
GCA_030847865,CP126876.1||2.2,1824,430,Human,E. hormaechei,Switzerland
GCA_027595525,CP074448.1||1,1825,45,Human,E. asburiae,USA
GCA_019356035,CP079939.1||2,1826,1303,N/A,E. hormaechei,China
GCA_018140965,CP073310.1||1.1,1827,1304,Clinical,E. cloacae,Czech Republic
GCA_024138875,CP071792.1||2,1828,42,Human,E. hormaechei,France
GCA_023023665,CP083849.1||2,1829,142,Human,E. hormaechei,China
GCA_023805415,CP098778.1||1,1830,399,N/A,E. hormaechei,China
GCA_022220405,CP092042.1||2,1831,152,Environmental,E. cloacae,Switzerland
GCA_905219305,OW849000.1||2,1832,227,Human,E. hormaechei,Spain
GCA_002208095,CP017990.1||8,1833,118,N/A,E. asburiae,USA
GCA_018596855,CP116249.1||3,1834,1305,Human,E. roggenkampii,China
GCA_024599655,CP102247.1||0,1835,575,N/A,E. asburiae,South Africa
GCA_008365235,CP043511.1||2,1836,1306,Human,E. kobei,United Kingdom
GCA_000784865,CP009850.1||0,1837,227,Environmental,E. kobei,USA
GCA_013629235,CP058167.1||0,1838,113,Environmental,E. hormaechei,United Kingdom
GCA_036936505,CP136935.1||3,1839,220,Animal,E. hormaechei,United Kingdom
GCA_033130105,AP028420.1||5,1840,1307,N/A,E. asburiae,Japan
GCA_019968825,CP074170.1||2,1841,45,Environmental,E. roggenkampii,Japan
GCA_008271405,CP043438.2||2,1842,1308,Animal,E. hormaechei,Poland
GCA_016864075,CP045485.1||0,1843,1309,N/A,E. hormaechei,Netherlands
GCA_013635495,CP058191.1||2,1844,329,Environmental,E. hormaechei,United Kingdom
GCA_025369895,CP104471.1||0,1845,1310,Human,E. hormaechei,China
GCA_031851435,CP134638.1||2,1846,421,Animal,E. ludwigii,France
GCA_029720995,CP099327.1||3,1847,120,Environmental,E. ludwigii,United Kingdom
GCA_007035645,AP019632.1||1,1848,574,N/A,E. asburiae,Japan
GCA_017161745,CP071017.1||1,1849,2,N/A,E. hormaechei,Netherlands
GCA_013615235,CP055883.1||1,1850,1311,Environmental,E. ludwigii,United Kingdom
GCA_904425455,LR881936.1||1,1851,381,Environmental,E. cancerogenus,Algeria
GCA_023023105,CP083824.1||0,1852,1312,Human,E. adelaidei,China
GCA_031851435,CP134638.1||3,1853,213,Animal,E. ludwigii,France
GCA_016864035,CP045312.1||4,1854,174,N/A,E. hormaechei,Netherlands
GCA_001719105,CP017087.1||0,1855,45,Environmental,E. asburiae,South Korea
Isolate phage,PQ039554.1,1856,573,N/A,Isolate phage,Kenya
GCA_042246085,CP167923.1||2,1857,120,Human,E. roggenkampii,Costa Rica
GCA_029873395,CP123598.1||1,1858,220,Animal,E. cloacae,Bangladesh
GCA_013733395,CP056168.1||6,1859,1313,Environmental,E. roggenkampii,United Kingdom
GCA_008931545,CP042578.1||4,1860,243,Human,E. kobei,Australia
GCA_041003815,CP163007.1||0,1861,45,Human,E. asburiae,China
GCA_017161765,CP071026.1||0,1862,1314,Human,E. hormaechei,Netherlands
GCA_003073995,CP029126.1||2,1863,1315,N/A,E. hormaechei,N/A
GCA_018638795,CP071063.1||0,1864,79,Human,E. mori,China
GCA_027886525,CP115689.1||3,1865,1316,Human,E. hormaechei,USA
GCA_019968865,CP074177.1||3,1866,233,Environmental,E. asburiae,Japan
GCA_020882135,CP086409.1||0,1867,1317,Environmental,E. cloacae,China
GCA_023195715,CP096187.1||6,1868,1318,Environmental,E. roggenkampii,Japan
GCA_004118875,CP035385.1||4,1869,1319,N/A,E. hormaechei,United Kingdom
GCA_001729785,CP017183.1||2,1870,1320,N/A,E. hormaechei,China
GCA_013726395,CP056132.1||2,1871,1321,Environmental,E. hormaechei,United Kingdom
GCA_015137465,AP022498.1||3,1872,329,N/A,E. kobei,Japan
GCA_028622735,CP117750.1||3,1873,1322,Human,E. hormaechei,USA
GCA_000807415,CP010360.2||0,1874,331,Human,E. roggenkampii,USA
GCA_004138605,CP032916.1||2,1875,1323,N/A,E. roggenkampii,China
GCA_013731155,CP056155.1||2,1876,1324,Environmental,E. hormaechei,United Kingdom
GCA_024917775,CP103494.1||4,1877,52,Human,E. hormaechei,USA
GCA_001022095,CP011591.1||1,1878,316,N/A,E. asburiae,USA
GCA_002208095,CP017990.1||7,1879,114,N/A,E. asburiae,USA
GCA_035324935,CP139335.1||3,1880,120,Environmental,E. ludwigii,Spain
GCA_015135855,AP022446.1||3,1881,1325,N/A,E. kobei,Japan
GCA_003940765,CP034336.1||4,1882,596,Environmental,Isolate phage,USA
GCA_905231985,OW849457.1||4,1883,1326,Human,E. hormaechei,Spain
GCA_039623865,CP115980.1||3,1884,1327,Human,E. asburiae,Poland
GCA_015135855,AP022446.1||5,1885,572,N/A,E. kobei,Japan
GCA_021869645,CP091492.1||2,1886,114,Clinical,E. asburiae,China
GCA_905232455,OW849103.1||0,1887,1328,N/A,E. hormaechei,N/A
GCA_905333945,OW969624.1||2,1888,1329,Human,E. roggenkampii,Spain
GCA_030444535,CP129500.1||3,1889,1330,N/A,E. asburiae,Czech Republic
GCA_028198205,CP116347.1||3,1890,326,N/A,E. ludwigii,China
GCA_035621635,CP141808.1||1,1891,327,Environmental,E. hormaechei,China
GCA_018075245,CP072970.1||6,1892,65,Clinical,E. hormaechei,N/A
GCA_025426135,CP104836.1||2,1893,1331,Human,E. cloacae,USA
GCA_014041955,CP059480.1||1,1894,1332,Human,E. kobei,Italy
GCA_000512375,CP006580.1||5,1895,1333,N/A,E. ludwigii,N/A
GCA_021496745,CP053568.1||6,1896,1334,Animal,E. cloacae,China
GCA_001029645,CP011798.1||1,1897,571,N/A,E. ludwigii,Canada
GCA_001888805,CP019113.1||3,1898,1335,Environmental,E. kobei,Saudi Arabia
GCA_019048245,CP077308.1||4,1899,400,N/A,E. hormaechei,Germany
GCA_019056635,CP077659.1||3,1900,1336,Clinical,E. hormaechei,China
GCA_002303275,CP017475.1||5,1901,1337,Human,E. cloacae,N/A
GCA_001729785,CP017183.1||1,1902,224,N/A,E. hormaechei,China
GCA_905331215,OW968358.1||0,1903,1338,Human,E. roggenkampii,Spain
GCA_018255815,CP073771.1||5,1904,1339,Animal,E. hormaechei,China
GCA_036687415,CP144716.1||3,1905,403,Environmental,E. hormaechei,Ireland
GCA_031165635,CP133339.1||1,1906,1340,Clinical,E. hormaechei,N/A
GCA_025999975,AP026886.1||3,1907,1341,N/A,E. asburiae,Japan
GCA_020882135,CP086408.1||3,1908,1342,Environmental,E. cloacae,China
GCA_041154375,AP029016.1||1,1909,1343,Human,E. asburiae,Japan
GCA_006228165,CP040827.1||3,1910,1344,N/A,E. cloacae,Thailand
GCA_021491635,CP090798.1||0,1911,1345,Human,E. hormaechei,China
GCA_020695725,CP085780.1||4,1912,430,Human,E. hormaechei,Czech Republic
GCA_024138875,CP071792.1||4,1913,39,Human,E. hormaechei,France
GCA_014169315,AP022133.1||2,1914,593,N/A,E. mori,Japan
GCA_013734915,CP056691.1||6,1915,90,Environmental,E. hormaechei,United Kingdom
GCA_031851395,CP134635.1||4,1916,1346,Animal,E. ludwigii,France
GCA_905219305,OW849000.1||6,1917,1347,Human,E. hormaechei,Spain
GCA_013629455,CP058172.1||7,1918,1348,Environmental,E. hormaechei,United Kingdom
GCA_025398395,CP104689.2||1,1919,52,Human,E. hormaechei,USA
GCA_026240695,CP110873.1||1,1920,1349,N/A,E. kobei,China
GCA_015910385,CP047765.1||2,1921,1350,Clinical,E. hormaechei,Canada
GCA_038727575,CP110098.1||2,1922,343,N/A,E. asburiae,N/A
GCA_019998725,CP083234.1||1,1923,1351,Human,E. hormaechei,China
GCA_029542745,CP110823.1||0,1924,404,Environmental,E. roggenkampii,Thailand
GCA_029873395,CP123598.1||4,1925,1352,Animal,E. cloacae,Bangladesh
GCA_031218175,CP110983.1||1,1926,1353,Human,E. bugandensis,United Kingdom
GCA_030406125,CP129025.1||0,1927,4,Environmental,E. pseudoroggenkampii,China
GCA_905219305,OW849000.1||4,1928,339,Human,E. hormaechei,Spain
GCA_031218175,CP110983.1||2,1929,1354,Human,E. bugandensis,United Kingdom
GCA_023023065,CP083819.1||3,1930,1355,Human,E. roggenkampii,China
GCA_905334015,OW969620.1||3,1931,1356,Human,E. hormaechei,Spain
GCA_015535675,CP063224.1||3,1932,1357,Human,E. hormaechei,Switzerland
GCA_002201815,CP021898.1||0,1933,1358,N/A,E. hormaechei, N/A
GCA_020149545,CP083709.1||4,1934,1359,Human,E. asburiae,China
GCA_014931695,CP053105.1||0,1935,122,N/A,E. hormaechei,N/A
GCA_040834065,CP162150.1||5,1936,1360,Environmental,E. asburiae,Switzerland
GCA_009497055,CP045611.1||4,1937,414,N/A,E. hormaechei,Lebanon
GCA_019968785,CP074154.1||2,1938,1361,Environmental,E. asburiae,Japan
GCA_013728935,CP056148.1||3,1939,1362,Environmental,E. roggenkampii,United Kingdom
GCA_018140965,CP073310.1||6,1940,1363,Clinical,E. cloacae,Czech Republic
GCA_016745355,CP068287.1||3,1941,427,N/A,E. hormaechei,China
GCA_015135855,AP022446.1||6,1942,1364,N/A,E. kobei,Japan
GCA_030179035,CP109732.1||full_1,1943,1365,Environmental,E. roggenkampii,USA
GCA_019880465,CP082280.1||2,1944,111,Animal,E. cancerogenus,China
GCA_001022095,CP011591.1||3,1945,166,N/A,E. asburiae,USA
GCA_024182025,AP025842.1||6,1946,0,N/A,E. hormaechei,Japan
GCA_040548635,CP159637.1||4,1947,133,Clinical,E. hormaechei,China
GCA_014931695,CP053103.1||2,1948,1366,Human,E. hormaechei,Brazil
GCA_037008945,CP149825.1||2,1949,1367,Human,E. bugandensis,USA
GCA_030848065,CP126784.1||0,1950,1,N/A,E. hormaechei,N/A
GCA_016864115,CP045487.1||1,1951,1368,N/A,E. cloacae,Netherlands
GCA_000783675,CP026975.1||6,1952,570,Human,E. asburiae,USA
GCA_024599795,CP102246.1||1,1953,34,N/A,E. cloacae,South Africa
GCA_024917395,CP103577.1||1,1954,1369,Human,E. hormaechei,USA
GCA_030848345,CP126746.1||3,1955,365,Human,E. hormaechei,Switzerland
GCA_032202685,CP126850.1||1,1956,1370,Human,E. hormaechei,Switzerland
GCA_035658275,CP141897.1||1,1957,339,Environmental,E. bugandensis,Hong Kong
GCA_003940765,CP034336.1||3,1958,15,Environmental,Isolate phage,USA
GCA_036324645,CP143338.1||1,1959,591,Human,E. hormaechei,USA
GCA_001521715,CP011863.1||6,1960,297,Human,E. asburiae,N/A
GCA_013376835,CP056779.1||0,1961,569,N/A,E. hormaechei,N/A
GCA_020494085,CP084692.1||2,1962,1371,Environmental,E. mori,South Korea
GCA_002952735,CP025034.2||2,1963,376,Environmental,E. roggenkampii,Singapore
GCA_000801755,CP012999.1||3,1964,1372,Environmental,E. asburiae,China
GCA_027595935,CP075345.1||1,1965,1373,Human,E. kobei,USA
GCA_019203945,CP055276.1||1,1966,111,N/A,E. mori,China
GCA_025369895,CP104471.1||3,1967,1374,Human,E. hormaechei,China
GCA_002211685,CP022148.1||3,1968,249,Environmental,E. roggenkampii,Switzerland
GCA_013635255,CP058189.1||full_1,1969,1375,Environmental,E. hormaechei,United Kingdom
GCA_013740195,CP056711.1||7,1970,1376,Environmental,E. asburiae,United Kingdom
GCA_015910385,CP047765.1||1,1971,399,Clinical,E. hormaechei,Canada
GCA_001022015,CP011572.1||4,1972,91,Human,E. hormaechei,USA
GCA_000814205,CP010377.1||2,1973,365,Human,E. hormaechei,USA
GCA_035658275,CP141897.1||4,1974,1377,Environmental,E. bugandensis,Hong Kong
GCA_030847865,CP126876.1||2.1,1975,1378,Human,E. hormaechei,Switzerland
GCA_002968455,CP027143.1||0,1976,1379,N/A,E. hormaechei,N/A
GCA_009755685,CP046618.1||2,1977,1380,Environmental,E. pseudoroggenkampii,USA
GCA_009755685,CP046618.1||0,1978,4,Environmental,E. pseudoroggenkampii,USA
GCA_013740195,CP056711.1||5,1979,15,Environmental,E. asburiae,United Kingdom
GCA_030848085,CP126800.1||0,1980,1381,Human,E. hormaechei,Switzerland
GCA_003940765,CP034336.1||6,1981,594,Environmental,Isolate phage,USA
GCA_013738375,CP056719.1||7,1982,1382,Environmental,E. hormaechei,United Kingdom
GCA_041004285,CP163060.1||0,1983,568,Human,E. hormaechei,China
GCA_020695365,CP085743.1||0,1984,1383,Human,E. hormaechei,Czech Republic
GCA_013615235,CP055883.1||4,1985,1384,Environmental,E. ludwigii,United Kingdom
GCA_041154375,AP029016.1||0,1986,4,Human,E. asburiae,Japan
GCA_001984825,CP043318.1||2,1987,1385,Human,E. chengduensis,China
GCA_030406165,CP129026.1||1,1988,4,Environmental,E. pseudoroggenkampii,China
GCA_029721015,CP099325.1||1,1989,167,Environmental,E. ludwigii,United Kingdom
GCA_000239975,CP002886.1||1,1990,6,N/A,E. ludwigii,N/A
GCA_035556915,CP149853.1||2,1991,1386,Human,E. asburiae,USA
GCA_000784865,CP009850.1||2,1992,243,Environmental,E. kobei,USA
GCA_030406505,CP130342.1||1,1993,34,N/A,E. cloacae,Senegal
GCA_021496745,CP053568.1||5,1994,1387,Animal,E. cloacae,China
GCA_016864035,CP045312.1||6,1995,1388,N/A,E. hormaechei,Netherlands
GCA_002025685,CP018785.1||1,1996,6,Environmental,E. ludwigii,USA
GCA_041003815,CP163007.1||3,1997,389,Human,E. asburiae,China
GCA_030179035,CP109727.1||6,1998,251,Environmental,E. roggenkampii,USA
GCA_009497055,CP045611.1||3,1999,1389,N/A,E. hormaechei,Lebanon
GCA_024917395,CP103577.1||0,2000,1390,Human,E. hormaechei,USA
GCA_905330335,OW968026.1||3,2001,1391,Human,E. hormaechei,Spain
GCA_022376815,CP066553.1||7,2002,592,Environmental,E. hormaechei,USA
GCA_016864075,CP045485.1||1,2003,1392,N/A,E. hormaechei,Netherlands
GCA_025502525,CP104976.1||4,2004,15,Human,E. asburiae,China
GCA_020882135,CP086408.1||1,2005,34,Environmental,E. cloacae,China
GCA_028743675,CP117993.1||3,2006,133,Clinical,E. hormaechei,Denmark
GCA_000724505,CP008823.1||3,2007,91,Environmental,E. hormaechei,USA
GCA_040437535,CP159161.1||2,2008,335,N/A,E. hormaechei,China
GCA_013375955,CP056118.1||4,2009,403,N/A,E. hormaechei,N/A
GCA_023547315,CP088229.1||5,2010,1393,Human,E. kobei,China
GCA_023023045,CP083815.1||3,2011,437,Human,E. asburiae,China
GCA_022220405,CP092042.1||4,2012,1394,Environmental,E. cloacae,Switzerland
GCA_035556915,CP149853.1||1,2013,15,Human,E. asburiae,USA
GCA_038727575,CP110098.1||3,2014,1395,N/A,E. asburiae,N/A
GCA_020695585,CP085753.1||5,2015,1396,Human,E. hormaechei,Czech Republic
GCA_000807425,CP012168.1||0,2016,331,N/A,E. hormaechei,N/A
GCA_016864115,CP045487.1||2,2017,34,N/A,E. cloacae,Netherlands
GCA_024917395,CP103577.1||2,2018,1397,Human,E. hormaechei,USA
GCA_029962545,CP096598.1||3,2019,427,N/A,E. hormaechei,Hong Kong
GCA_030718955,CP132209.1||6,2020,1398,Human,E. hormaechei,USA
GCA_000807425,CP012167.1||2,2021,252,Human,E. hormaechei,USA
GCA_013740195,CP056711.1||6,2022,121,Environmental,E. asburiae,United Kingdom
GCA_001729765,CP017181.1||4,2023,1399,Human,E. kobei,Japan
GCA_023023125,CP083828.1||1,2024,15,Human,E. kobei,China
GCA_019856235,CP082147.1||2,2025,1400,Human,E. kobei,China
GCA_003573505,CP032291.1||3,2026,1401,N/A,E. roggenkampii,N/A
GCA_031216605,CP110985.1||3,2027,15,Human,E. bugandensis,United Kingdom
GCA_013736615,CP056474.1||6,2028,1402,Environmental,E. roggenkampii,United Kingdom
GCA_029962565,CP096994.1||3,2029,164,N/A,E. hormaechei,Hong Kong
GCA_027595935,CP075345.1||2,2030,243,Human,E. kobei,USA
GCA_003408575,CP031571.1||3,2031,1403,Human,E. hormaechei,N/A
GCA_001729765,CP017181.1||9,2032,1404,Human,E. kobei,Japan
GCA_019443845,CP050520.1||4,2033,4,Environmental,E. asburiae,China
GCA_904425455,LR881936.1||2,2034,111,Environmental,E. cancerogenus,Algeria
GCA_018638795,CP071063.1||1,2035,111,Human,E. mori,China
GCA_002952735,CP025034.2||0,2036,15,Environmental,E. roggenkampii,Singapore
GCA_020881955,CP086405.1||2,2037,249,Environmental,E. roggenkampii,China
GCA_013376835,CP056779.1||1,2038,1405,N/A,E. hormaechei,N/A
GCA_037217235,CP147668.1||4,2039,1406,Environmental,E. hormaechei,China
GCA_002968455,CP027142.1||6,2040,1407,N/A,E. hormaechei,N/A
GCA_013046845,CP053190.1||3,2041,1408,Environmental,E. hormaechei,Egypt
GCA_013739595,CP056663.1||7,2042,1409,Environmental,E. hormaechei,United Kingdom
GCA_030406145,CP129027.1||2,2043,389,Environmental,E. asburiae,China
GCA_004804375,CP039453.1||3,2044,566,Human,E. bugandensis,Germany
GCA_029834495,CP122401.1||6,2045,15,Animal,E. roggenkampii,China
GCA_029536245,CP120524.1||2,2046,1410,Human,E. roggenkampii,Canada
GCA_030444535,CP129500.1||2,2047,4,N/A,E. asburiae,Czech Republic
GCA_013625435,CP058157.1||3,2048,1411,Environmental,E. hormaechei,United Kingdom
GCA_003812145,CP033800.1||4,2049,332,Human,E. roggenkampii,N/A
GCA_031851475,CP134641.1||0,2050,15,Animal,E. asburiae,France
GCA_028735835,CP117838.1||2,2051,4,Environmental,E. vonholyi,India
GCA_009738085,CP033102.1||4,2052,28,Human,E. hormaechei,China
GCA_030848045,CP126793.1||1,2053,122,N/A,E. hormaechei,N/A
GCA_030863645,CP114979.1||8,2054,394,Animal,E. hormaechei,Thailand
GCA_035323065,CP133409.1||1,2055,1412,Environmental,E. hormaechei,Spain
GCA_009755685,CP046618.1||1,2056,1413,Environmental,E. pseudoroggenkampii,USA
GCA_025426135,CP104836.1||3,2057,1414,Human,E. cloacae,USA
GCA_019968785,CP074154.1||4,2058,1415,Environmental,E. asburiae,Japan
GCA_000512375,CP006580.1||7,2059,1416,N/A,E. ludwigii,N/A
GCA_014490845,CP060737.1||3,2060,1417,Environmental,E. roggenkampii,China
GCA_022559745,CP088119.1||1,2061,15,Human,E. kobei,China
GCA_040059225,CP157375.1||0,2062,15,Human,E. roggenkampii,USA
GCA_023023085,CP083821.1||2,2063,1418,Human,E. cloacae,China
GCA_023023045,CP083815.1||2,2064,1419,Human,E. asburiae,China
GCA_029873415,CP123601.1||6,2065,1420,Animal,E. hormaechei,Bangladesh
GCA_028198205,CP116347.1||6,2066,1421,N/A,E. ludwigii,China
GCA_032298955,CP135276.1||4,2067,436,Environmental,E. hormaechei,USA
GCA_037008945,CP149825.1||1,2068,15,Human,E. bugandensis,USA
GCA_031201845,CP096849.1||4,2069,1422,N/A,E. kobei,China
GCA_019203945,CP055276.1||2,2070,1423,N/A,E. mori,China
GCA_039850505,CP156673.1||0,2071,15,Environmental,E. kobei,China
GCA_020695705,CP085774.1||5,2072,441,Human,E. hormaechei,Czech Republic
GCA_001617645,CP014993.1||1,2073,15,N/A,E. asburiae,China
GCA_031851455,CP134639.1||1,2074,81,Animal,E. bugandensis,France
GCA_020695705,CP085774.1||4,2075,164,Human,E. hormaechei,Czech Republic
GCA_023547315,CP088229.1||3,2076,1424,Human,E. kobei,China
GCA_905331205,OW968331.1||2,2077,111,Human,E. mori,Spain
GCA_028898905,CP118567.1||4,2078,175,Human,E. hormaechei,USA
GCA_013728935,CP056148.1||5,2079,1425,Environmental,E. roggenkampii,United Kingdom
GCA_016864135,CP045450.1||2,2080,368,N/A,E. hormaechei,Netherlands
GCA_022376815,CP066554.1||0,2081,1,N/A,E. hormaechei, N/A
GCA_008365235,CP043511.1||3,2082,15,Human,E. kobei,United Kingdom
GCA_031199395,CP133578.1||2,2083,404,N/A,E. roggenkampii,Egypt
GCA_030706805,CP131962.1||3,2084,1426,Human,E. ludwigii,USA
GCA_018596855,CP116250.1||0,2085,1427,Human,E. roggenkampii,China
GCA_014490825,CP060733.1||3,2086,1428,Environmental,E. roggenkampii,China
GCA_001729785,CP017183.1||4,2087,148,N/A,E. hormaechei,China
GCA_015136315,AP022465.1||5,2088,1429,N/A,E. roggenkampii,Japan
GCA_001022095,CP011591.1||2,2089,1430,N/A,E. asburiae,USA
GCA_905232845,OW849306.1||4,2090,0,Human,E. hormaechei,Spain
GCA_013375975,CP056119.1||1,2091,1431,N/A,E. ludwigii,N/A
GCA_017161825,CP071016.1||0,2092,424,Human,E. hormaechei,Netherlands
GCA_035658275,CP141897.1||3,2093,15,Environmental,E. bugandensis,Hong Kong
GCA_041003815,CP163007.1||2,2094,1432,Human,E. asburiae,China
GCA_905331205,OW968331.1||1,2095,1433,Human,E. mori,Spain
GCA_905333945,OW969624.1||5,2096,1434,Human,E. roggenkampii,Spain
GCA_025398395,CP104689.2||2,2097,1435,Human,E. hormaechei,USA
GCA_032298955,CP135276.1||3,2098,327,Environmental,E. hormaechei,USA
GCA_021869665,CP091488.1||0,2099,1436,N/A,E. hormaechei,China
GCA_030384865,CP128618.1||4,2100,1437,N/A,E. roggenkampii,China
GCA_023650875,CP091081.1||6,2101,1438,Environmental,E. roggenkampii,China
GCA_905330335,OW968026.1||2,2102,1439,Human,E. hormaechei,Spain
GCA_000783675,CP026975.1||4,2103,115,Human,E. asburiae,USA
GCA_027886525,CP115689.1||8,2104,1440,Human,E. hormaechei,USA
GCA_024182025,AP025842.1||5,2105,121,N/A,E. hormaechei,Japan
GCA_019428505,CP080107.1||4,2106,205,Environmental,E. asburiae,Argentina
GCA_905331265,OW968328.1||3,2107,343,Human,E. cloacae,Spain
GCA_020695705,CP085774.1||8,2108,258,Human,E. hormaechei,Czech Republic
GCA_030847785,CP126861.1||2,2109,392,Human,E. hormaechei,Switzerland
GCA_004804395,CP039452.1||2,2110,1441,Human,E. bugandensis,Germany
GCA_023547315,CP088229.1||4,2111,1442,Human,E. kobei,China
GCA_001729785,CP017183.1||3,2112,1443,N/A,E. hormaechei,China
GCA_025999975,AP026886.1||4.1,2113,1444,N/A,E. asburiae,Japan
GCA_041004285,CP163057.1||2,2114,426,Human,E. hormaechei,China
GCA_042762715,CP103409.1||0,2115,1445,Human,E. hormaechei,China
